chrX	2783144
chrX	2784675
chrX	2794783
chrX	2794786
chrX	2801747
chrX	2801772
chrX	2801782
chrX	2801854
chrX	2801929
chrX	2803601
chrX	2810094
chrX	2822282
chrX	2836752
chrX	2861087
chrX	2863909
chrX	2870347
chrX	2873563
chrX	2888809
chrX	2912050
chrX	2913803
chrX	2914429
chrX	2918472
chrX	2918695
chrX	2918746
chrX	2925054
chrX	2944257
chrX	2944264
chrX	2945504
chrX	2951905
chrX	2955804
chrX	2959781
chrX	2961333
chrX	2961708
chrX	2968478
chrX	2986956
chrX	3001350
chrX	3001403
chrX	3001411
chrX	3001532
chrX	3004367
chrX	3004884
chrX	3007090
chrX	3015025
chrX	3020315
chrX	3020433
chrX	3020449
chrX	3020543
chrX	3020544
chrX	3026306
chrX	3061893
chrX	3062716
chrX	3062836
chrX	3063794
chrX	3076386
chrX	3079277
chrX	3081145
chrX	3082402
chrX	3098333
chrX	3100884
chrX	3102847
chrX	3128492
chrX	3134935
chrX	3135761
chrX	3144365
chrX	3147887
chrX	3149643
chrX	3153623
chrX	3157058
chrX	3158820
chrX	3160706
chrX	3169975
chrX	3170179
chrX	3204046
chrX	3249061
chrX	3250577
chrX	3254420
chrX	3266080
chrX	3285349
chrX	3287975
chrX	3297340
chrX	3306589
chrX	3307091
chrX	3310337
chrX	3334939
chrX	3356076
chrX	3356626
chrX	3362951
chrX	3363062
chrX	3372831
chrX	3377455
chrX	3377757
chrX	3378077
chrX	3387175
chrX	3387821
chrX	3390811
chrX	3392855
chrX	3401769
chrX	3415220
chrX	3418740
chrX	3426293
chrX	3437929
chrX	3439276
chrX	3439312
chrX	3456678
chrX	3478980
chrX	3493268
chrX	3496133
chrX	3504088
chrX	3511127
chrX	3516054
chrX	3548597
chrX	3549384
chrX	3553707
chrX	3554564
chrX	3555148
chrX	3555216
chrX	3555223
chrX	3555435
chrX	3555565
chrX	3559808
chrX	3585328
chrX	3622603
chrX	3630356
chrX	3630432
chrX	3630547
chrX	3639948
chrX	3640472
chrX	3650243
chrX	3650476
chrX	3656678
chrX	3666068
chrX	3667310
chrX	3676836
chrX	3684490
chrX	3685069
chrX	3689699
chrX	3689749
chrX	3689773
chrX	3689848
chrX	3689849
chrX	3689931
chrX	3689932
chrX	3691513
chrX	3692417
chrX	3694052
chrX	3704347
chrX	3714213
chrX	3731494
chrX	3737945
